ACACIA VALLEY,5,FESTIVA,100
"",,FIELD TILE,AV15  Alder,13.02,SF,4.76
"",,FIELD TILE,AV16  Ridge,13.02,SF,4.76
FLOOR TRIM,,,,,,
3 X 18 S43H91P1,,BULLNOSE,AV05  Ash,16.00,PC,6.64
"",,BULLNOSE,AV06  Ark,16.00,PC,6.64
"",,BULLNOSE,AV07  Alder,16.00,PC,6.64
"",,BULLNOSE,AV08  Ridge,16.00,PC,6.64
6 X 12 S36C9TB1P2,,COVE BASE,AV05  Ash,22.00,PC,6.80
"",,COVE BASE,AV06  Ark,22.00,PC,6.80
"",,COVE BASE,AV07  Alder,22.00,PC,6.80
"",,COVE BASE,AV08  Ridge,22.00,PC,6.80
1 X 6 SC36C9TB1P2,,COVE BASE OUTCORNER,AV05  Ash,15.00,PC,6.80
"",,COVE BASE OUTCORNER,AV06  Ark,15.00,PC,6.80
"",,COVE BASE OUTCORNER,AV07  Alder,15.00,PC,6.80
"",,COVE BASE OUTCORNER,AV08  Ridge,15.00,PC,6.80
AFFINITY,"#",,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 12,,12121P6,FIELD TILE,14.55,SF,1.34
12 X 24,,12241P6,FIELD TILE,15.60,SF,1.65
18 X 18,,18181P6,FIELD TILE,17.60,SF,1.48
WALL TILE,,,,,,
10 X 14,,10141P2,FIELD TILE,14.25,SF,1.98
WALL TRIM,,,,,,
3 X 10,,S43101P2,BULLNOSE,54.00,PC,2.38
3 X 3,,SN43101P2,BULLNOSE OUTCORNER,32.00,PC,2.38
MOSAIC,,,,,,
2 X 2,,22MS1P2,MOSAIC,24.00,SF,3.87
FLOOR TRIM,,,,,,
3 X 12,,P43C91P1,BULLNOSE,30.00,PC,3.03
"",,AFFINITY  - COLORS
AF01,Cream,
AF02,Beige,
AF03,Gray,
AF04,Brown,
AMBASSADOR - STONE ATTACHE #,,Units/,U/M,Price
"",,Carton,,
FLOOR TILE,,,,
16 X 48 16482CM1P  *1 FIELD TILE PAVER 2 CM,,5.16,SF,6.58
12 X 24 12241L  LIGHT POLISHED FIELD TILE,,9.70,SF,5.33
12 X 24 12241P  UNPOLISHED FIELD TILE,,9.70,SF,4.52
24 X 24 24241P  UNPOLISHED FIELD TILE,,11.64,SF,4.83
24 X 48 24481P  UNPOLISHED FIELD TILE,,15.50,SF,5.67
MOSAIC,,,,
12 X 24 1224MS1P  MOSAIC (APPROX 2 x RANDOM LEN),,7.76,SF,22.64
FLOOR TRIM,,,,
3 X 24 S43F91P1  *2 UNPOLISHED BULLNOSE,,10.00,PC,6.97
6 X 12 S36C9T1P  UNPOLISHED COVE BASE,,20.00,PC,8.96
1 X 6 SC36C9T1P  UNPOLISHED COVE BASE OUTCORNER,,10.00,PC,7.94
"",AMBASSADOR - STONE ATTACHE  - COLORS
AM33,Voyager Black
AM34,Jet Setter Dusk
AM35,Global Grey
AM36,Wanderlust Wht
AMITY,"#",,,Units/,U/M,Price
"",,,,Carton,,
WALL TILE,,,,,,
3 X 6,,361P,FIELD TILE,6.00,SF,6.47
MOSAIC,,,,,,
14 X 12,,LNRANMS1P,LINEAR RANDOM,13.95,SF,7.12
"",,AMITY  - COLORS
AM50,White,
AM51,Taupe,
AM52,Grey,
AM53,Beige,
AM54,Brown,
ANCHORAGE #,,,Units/,U/M,Price
"",,,Carton,,
FLOOR TILE,,,,,
12 X 12 12121L,,POLISHED FIELD TILE,10.34,SF,5.14
12 X 24 12241L,,POLISHED FIELD TILE,15.12,SF,5.67
24 X 24 24241L,,POLISHED FIELD TILE,15.20,SF,7.00
12 X 12 12121P,,UNPOLISHED FIELD TILE,10.34,SF,3.77
12 X 24 12241P,,UNPOLISHED FIELD TILE,15.12,SF,4.30
24 X 24 24241P,,UNPOLISHED FIELD TILE,15.20,SF,5.34
FLOOR TRIM,,,,,
3 X 12 S43C91L1,,POLISHED BULLNOSE,30.00,PC,5.66
3 X 12 S43C91P1,,UNPOLISHED BULLNOSE,30.00,PC,4.50
6 X 12 S36C9T1P,,UNPOLISHED COVE BASE,20.00,PC,7.84
1 X 6 SC36C9T1P,,UNPOLISHED COVE BASE OUTCORNER,10.00,PC,7.56
"",,ANCHORAGE  - COLORS
AC04,White,
AC05,Beige,
AC06,Light Grey,
AC07,Medium Grey,
AC08,Dark Grey,
AC09,Brown,
AC10,Black,
ANNAPOLIS,"#",,Units/,U/M,Price
"",,,Carton,,
WALL TILE,,,,,
6 X 16,616BEV1P  *1,BEVELED FIELD TILE,11.05,SF,2.20
6 X 16,6161P,FIELD TILE,13.65,SF,1.87
JOLLY,,,,,
1/2 X 12,S1/212J1P2,JOLLY,12.00,PC,3.18
"",,ANNAPOLIS  - COLORS
AP06,Sail,
AP07,Sand,
AP09,Black,
AP10,Sail Matte,
AP11,Sand Matte,
AP12,Black Matte,
ARCHAIA,"#",,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 24,,1224A1PF,FIELD TILE,17.37,SF,1.55
13 x 13,,13131PF,FIELD TILE,17.85,SF,1.36
20 X 20,,2020A1PF,FIELD TILE,18.83,SF,1.55
MOSAIC,,,,,,
2 X 4,,24HERRMS1P2,HERRINGBONE,8.04,SF,4.45
FLOOR TRIM,,,,,,
3 X 13,,P43E91PF,BULLNOSE,20.00,PC,2.16
"",,ARCHAIA  - COLORS
AR40,Relic White,
AR41,Artifact Beige,
AR42,Province Grey,
AR43,Atlas Grey,
ARMOR,"#",,,Units/,U/M,Price
"",,,,Carton,,
DECO,,,,,,
1-1/2 X 12,,11212CR1P,CHAIR RAIL,6.00,PC,6.80
2 X 12,,212CR1P,CHAIR RAIL,6.00,PC,9.60
2 X 2,,22DOTA1P,FOUR SQUARE DOT,6.00,PC,4.60
1/2 X 12,,1212DECO1P,LINER,6.00,PC,6.20
1 X 12,,112OGEE1P,OGEE,6.00,PC,6.20
1/2 X 12,,1212DECOA1P,PENCIL LINER,6.00,PC,6.20
2 X 2,,22DOTB1P,PILLOW DOT,6.00,PC,4.60
2 X 2,,22DOT1P,PYRAMID DOT,6.00,PC,4.60
1 X 12,,112ROPE1P,ROPE,6.00,PC,6.80
2 X 2,,22DOTC1P,STAR DOT,6.00,PC,4.60
JOLLY,,,,,,
1/2 X 1/2,,S1/212J1P,JOLLY,12.00,PC,5.53
"",,ARMOR  - COLORS
AM30,Forged Steel,
AM31,Guilded Copper,
AM32,Oil Rub Bronze,
ARTICULO,"#",,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 24,,1224A1PF,FIELD TILE,17.37,SF,1.89
18 X 36,,18361PF,FIELD TILE,13.08,SF,2.69
WALL TILE,,,,,,
6 X 18,,6181P2,FIELD TILE,11.25,SF,2.90
6 X 18,,618WAV1P2,WAVE FIELD TILE,11.25,SF,2.90
MOSAIC,,,,,,
1 X 3,,13MS1P2,12 X 12 MOUNTED,10.20,SF,5.80
FLOOR TRIM,,,,,,
3 X 24,,P43F91P1,BULLNOSE,10.00,PC,6.58
JOLLY,,,,,,
1/2 X 12,,S1/212J1P2,JOLLY,192.00,PC,4.17
"",ARTICULO  - COLORS
AR06,Editorial White
AR07,Feature Beige
AR08,Story Brown
AR09,Column Grey
AR10,Headline Grey
ARTIGIANO,"#",,Units/,U/M,Price
"",,,Carton,,
WALL TILE,,,,,
3 X 12,3121P,FIELD TILE,5.28,SF,5.10
3 X 6,361P,FIELD TILE,5.28,SF,5.10
WALL TRIM,,,,,
3 X 6,S43691P,BULLNOSE,44.00,PC,4.19
"",ARTIGIANO  - COLORS
AR93,Italian Alps
AR94,Tremiti Sand
AR95,Riviere Pompeii
AR96,Venice Statue
AR97,Millan Arena
AR98,Roman Skyline
AR99,Florentine Gate
ASSEMBLE,"#",,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 24,,12241P,FIELD TILE,11.64,SF,3.08
30 X 30,,30301P,FIELD TILE,12.12,SF,3.80
30 X 60,,30601P,FIELD TILE,24.22,SF,4.34
32 X 32,,32322CM1P,FIELD TILE PAVER 2 CM,6.89,SF,6.60
MOSAIC,,,,,,
12 X 12,,1212MS1P,MOSAIC,3.88,SF,8.54
"",,ASSEMBLE  - COLORS
AS10,Proxy,
AS11,Magistrate,
AS12,Emissary,
ASTRONOMY #,,,Units/,U/M,Price
"",,,Carton,,
FLOOR TILE,,,,,
12 X 24 12241P6,,FIELD TILE,15.60,SF,1.55
18 X 18 18181P6,,FIELD TILE,17.60,SF,1.45
FLOOR TRIM,,,,,
3 X 24 P43F91P1,,BULLNOSE,10.00,PC,4.64
6 X 12 P36C9TB1P2,,COVE BASE,22.00,PC,6.05
1 X 6 PC36C9TB1P2,,COVE BASE OUTCORNER,15.00,PC,6.05
"",,ASTRONOMY  - COLORS
AT70,Eclipse,
AT71,Orion,
AT72,Solstice,
AT73,Nebula,
AVERY #,,,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 24,12241P6,,FIELD TILE,15.60,SF,1.45
FLOOR TILE-SC & NW REGIONS,,,,,,
12 X 24,12241P5  *1,,FIELD TILE,13.72,SF,1.45
FLOOR TRIM,,,,,,
3 X 12,P43C91P1,,BULLNOSE,30.00,PC,3.10
"",,AVERY  - COLORS
AV17,White,
AV18,Beige,
AV19,Grey,
AVIANO,"#",,,Units/,U/M,Price
"",,,,Carton,,
WALL TILE,,,,,,
10 X 14,,10141P2,FIELD TILE,14.25,SF,2.64
JOLLY,,,,,,
1/2 X 12,,S1/212J1P2,JOLLY,192.00,PC,4.11
"",AVIANO  - COLORS
AV60,Verona White
AV61,Belluno Beige
AV62,Trentino Greige
AV63,Civetta Grey
AVONDALE,"#",,Units/,U/M,Price
"",,,Carton,,
FLOOR TILE,,,,,
12 X 12,1212P1P6,FIELD TILE,14.55,SF,1.39
12 X 24,1224P1P6,FIELD TILE,15.60,SF,1.65
18 X 18,1818P1P6,FIELD TILE,17.60,SF,1.50
WALL TILE,,,,,
10 X 14,10141P2,FIELD TILE,14.55,SF,1.98
WALL TRIM,,,,,
3 X 10,S43101P2,BULLNOSE,54.00,PC,1.41
3 X 3,SN43101P2,BULLNOSE OUTCORNER,32.00,PC,1.41
MOSAIC,,,,,
2 X 4,24BJMS1P2,BRICK JOINT,9.96,SF,4.86
FLOOR TRIM,,,,,
3 X 12,P43C91P2,BULLNOSE,22.00,PC,3.26
"",AVONDALE  - COLORS
AD01,Chateau Creme
AD02,West Tower
AD03,Castle Rock
AYERS ROCK #,,,Units/,U/M,Price
"",,,Carton,,
FLOOR TILE,,,,,
13 X 20 13201P,,FIELD TILE,12.86,SF,4.53
13 x 13 13131P,,FIELD TILE,16.00,SF,4.36
20 X 20 20201P,,FIELD TILE,13.72,SF,4.53
6-1/2 X 6-1/2 65651P,,FIELD TILE,11.39,SF,4.53
MOSAIC,,,,,
3 X 3 33MS1P,,MOSAIC,14.77,SF,9.07
DECO,,,,,
3 X 13 313DECO1P,,DECO,8.00,PC,12.48
FLOOR TRIM,,,,,
3 X 13 S43E91P1,,BULLNOSE,30.00,PC,2.71
6 X 13 S36E9T1P2  *1,,COVE BASE,22.00,PC,5.67
1 X 6 SC36E9T1P2  *1,,COVE BASE OUTCORNER,15.00,PC,5.67
"",AYERS ROCK  - COLORS
AY01,Solar Summit
AY02,Golden Ground
AY03,Bronzed Beacon
AY04,Majestic Mound
AY05,Rustic Remnant
BALANS #,,,,Units/,U/M,Price
"",,,,Carton,,
FLOOR TILE,,,,,,
12 X 12,,12121PV  *1,FIELD TILE,14.55,SF,1.32
12 X 12,,1212Z1PV,FIELD TILE,15.52,SF,1.32
12 X 24,,12241PV,FIELD TILE,15.04,SF,1.72
18 X 18,,18181PV  *1,FIELD TILE,17.04,SF,1.45
18 X 18,,1818Z1PV,FIELD TILE,17.44,SF,1.45
WALL TILE,,,,,,
10 X 14,,10141P2,FIELD TILE,14.25,SF,1.97
4 X 12,,412MOD1P2,WALL TILE,10.64,SF,3.08
WALL TRIM,,,,,,
3 X 10,,S43101P2,BULLNOSE,54.00,PC,2.36
3 X 3,,SN43101P2,BULLNOSE OUTCORNER,320.00,PC,2.36
MOSAIC,,,,,,
2 X 4,,24MS1P2,MOSAIC,10.00,SF,5.32
FLOOR TRIM,,,,,,
3 X 12,,P43C91P2,BULLNOSE,22.00,PC,1.69
JOLLY,,,,,,
1/2 X 12,,S1/212J1P2,JOLLY,192.00,PC,4.17
QUARTER ROUND,,,,,,
1 X 6,,A1061P2,QUARTER ROUND,152.00,PC,2.21
1 X 1,,UC1061P2,QUARTER ROUND OUTCORNER,400.00,PC,2.21
"",,BALANS  - COLORS
BA30,White,
BA31,Beige,
BA32,Grey,
BA33,Brown,
BATHROOM ACCESSORIES #,COLOR COORDINATES GROUP 1,,Units/,U/M,Price
"",,,Carton,,
COLOR COORDINATES,,,,,
"VARIOUS SIZES BA4PC1P  4 PC ST-BA725, BA7777, 2-BA730",0100  White,,1.00,PC,22.40
"4 PC ST-BA725, BA7777, 2-BA730",0135  Almond,,1.00,PC,22.40
"4 PC ST-BA725, BA7777, 2-BA730",0190  Arctic White,,1.00,PC,22.40
2-5/8 X 8-3/4 BA7801P  LARGE CORNER SHELF,0100  White,,5.00,PC,16.91
LARGE CORNER SHELF,0135  Almond,,5.00,PC,16.91
LARGE CORNER SHELF,0190  Arctic White,,5.00,PC,16.91
LARGE CORNER SHELF,K101  White,,5.00,PC,16.91
LARGE CORNER SHELF,K165  Almond,,5.00,PC,16.91
2-3/8 X 6-3/4 BA7651P  MEDIUM CORNER SHELF,0100  White,,12.00,PC,11.29
MEDIUM CORNER SHELF,0135  Almond,,12.00,PC,11.29
MEDIUM CORNER SHELF,0190  Arctic White,,12.00,PC,11.29
MEDIUM CORNER SHELF,K101  White,,12.00,PC,11.29
MEDIUM CORNER SHELF,K165  Almond,,12.00,PC,11.29
5-1/4 X 6-3/8 BA7771P  PAPER HOLDER,0100  White,,12.00,PC,5.24
PAPER HOLDER,0135  Almond,,12.00,PC,5.24
PAPER HOLDER,0190  Arctic White,,12.00,PC,5.24
4-3/4 X 6-5/8 BA7251P  SOAP DISH,0100  White,,12.00,PC,5.48
SOAP DISH,0135  Almond,,12.00,PC,5.48
SOAP DISH,0190  Arctic White,,12.00,PC,5.48
SOAP DISH,K101  White,,12.00,PC,5.48
SOAP DISH,K165  Almond,,12.00,PC,5.48
5-7/16 X 6-7/16 BA7281P  SOAP DISH AND WASHCLOTH HOLDER 0100  White,,,12.00,PC,6.37
SOAP DISH AND WASHCLOTH HOLDER 0135  Almond,,,12.00,PC,6.37
SOAP DISH AND WASHCLOTH HOLDER 0190  Arctic White,,,12.00,PC,6.37
4-7/8 X 2-3/4 BA7301P  TOWEL BAR SET,0100  White,,12.00,PC,5.84
TOWEL BAR SET,0135  Almond,,12.00,PC,5.84
TOWEL BAR SET,0190  Arctic White,,12.00,PC,5.84
TOWEL BAR SET,K101  White,,12.00,PC,5.84
TOWEL BAR SET,K165  Almond,,12.00,PC,5.84
CONTEMPORARY,,,,,
5-1/4 X 5-1/4 BA6701P  CORNER SHELF,CN09  Frost White,,1.00,PC,15.71
5-1/4 X 5-1/4 BA670FB1P  CORNER SHELF - FLAT BACK,CN09  Frost White,,1.00,PC,15.71
9-1/8 X 9-1/8 BA6801P  LARGE CORNER SHELF,CN09  Frost White,,1.00,PC,32.53
9-1/8 X 9-1/8 BA680FB1P  LARGE CORNER SHELF - FLAT BACK,CN09  Frost White,,1.00,PC,32.53
BATHROOM ACCESSORIES #,COLOR COORDINATES GROUP 2,,Units/,U/M,Price
"",,,Carton,,
COLOR COORDINATES,,,,,
2-5/8 X 8-3/4 BA7801P  LARGE CORNER SHELF,,,5.00,PC,20.95
2-3/8 X 6-3/4 BA7651P  MEDIUM CORNER SHELF,,,12.00,PC,14.50
4-3/4 X 6-5/8 BA7251P  SOAP DISH,,,12.00,PC,8.05
4-7/8 X 2-3/4 BA7301P  TOWEL BAR SET,,,12.00,PC,7.67
BATHROOM ACCESSORIES COLOR COORDINATES
GROUP 2 - COLORS
0790Matte Arctic White
0799Pearl White
K111Black
K175Biscuit
X735Matte Almond
BATHROOM ACCESSORIES #,CONTEMPORARY GROUP 1,,Units/,U/M,Price
"",,,Carton,,
CONTEMPORARY,,,,,
5-1/4 X 5-1/4 BA6701P  CORNER SHELF,,,1.00,PC,15.71
5-1/4 X 5-1/4 BA670FB1P  CORNER SHELF - FLAT BACK,,,1.00,PC,15.71
9-1/8 X 9-1/8 BA6801P  LARGE CORNER SHELF,,,1.00,PC,32.53
9-1/8 X 9-1/8 BA680FB1P  LARGE CORNER SHELF - FLAT BACK,,,1.00,PC,32.53
BATHROOM ACCESSORIES CONTEMPORARY GROUP 1
- COLORS
CN10White Gloss
CN11Sand
CN13Gray
BATHROOM ACCESSORIES #,CONTEMPORARY GROUP 2,,Units/,U/M,Price
"",,,Carton,,
CONTEMPORARY,,,,,
5-1/4 X 5-1/4 BA6701P  CORNER SHELF,,,1.00,PC,18.87
5-1/4 X 5-1/4 BA670FB1P  CORNER SHELF - FLAT BACK,,,1.00,PC,18.87
9-1/8 X 9-1/8 BA6801P  LARGE CORNER SHELF,,,1.00,PC,37.59
9-1/8 X 9-1/8 BA680FB1P  LARGE CORNER SHELF - FLAT BACK,,,1.00,PC,37.59
BATHROOM ACCESSORIES #,SPECIAL ORDER GROUP 1,,Units/,U/M,Price
"",,,Carton,,
SPECIAL ORDER FROM ACP,,,,,
2-5/8 X 8-3/4 BA9801P  LARGE CORNER SHELF,,,5.00,PC,22.86
